salesordernumber,orderdate,year,quarter,month,product,category,subcategory,color,standardcost,region,country,reseller,businesstype,salesperson,quantity,unitprice,sales,totalcost,profit
SO46630,2018-07-11,2018,3,7,Minipump,Accessories,Pumps,NA,8.25,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,11.99,23.98,16.50,7.48
SO46630,2018-07-11,2018,3,7,"ML Mountain Frame - Black, 44",Components,Mountain Frames,Black,185.82,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,209.26,418.52,371.64,46.88
SO46630,2018-07-11,2018,3,7,Cable Lock,Accessories,Locks,NA,10.31,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,15.00,30.00,20.62,9.38
SO46630,2018-07-11,2018,3,7,LL Mountain Front Wheel,Components,Wheels,Black,26.97,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,36.45,72.90,53.94,18.96
SO46630,2018-07-11,2018,3,7,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,Multi,29.08,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,28.84,57.68,58.16,-0.48
SO46630,2018-07-11,2018,3,7,"Men's Sports Shorts, S",Clothing,Shorts,Black,24.75,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,35.99,71.98,49.50,22.48
SO46630,2018-07-11,2018,3,7,LL Mountain Rear Wheel,Components,Wheels,Black,38.96,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,52.65,105.30,77.92,27.38
SO46630,2018-07-11,2018,3,7,"Full-Finger Gloves, S",Clothing,Gloves,Black,15.67,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,22.79,45.58,31.34,14.24
SO46630,2018-07-11,2018,3,7,"Half-Finger Gloves, M",Clothing,Gloves,Black,9.71,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,14.13,28.26,19.42,8.84
SO47681,2018-10-07,2018,4,10,"Women's Tights, S",Clothing,Tights,Black,30.93,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,44.99,89.98,61.86,28.12
SO47681,2018-10-07,2018,4,10,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1105.81,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,1229.46,2458.92,2211.62,247.30
SO47681,2018-10-07,2018,4,10,"Mountain-200 Black, 46",Bikes,Mountain Bikes,Black,1105.81,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,1229.46,2458.92,2211.62,247.30
SO47681,2018-10-07,2018,4,10,HL Mountain Front Wheel,Components,Wheels,Black,133.30,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,180.13,360.26,266.60,93.66
SO47681,2018-10-07,2018,4,10,"ML Mountain Frame - Black, 38",Components,Mountain Frames,Black,185.82,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,209.26,418.52,371.64,46.88
SO47681,2018-10-07,2018,4,10,ML Mountain Rear Wheel,Components,Wheels,Black,104.80,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,141.62,283.24,209.60,73.64
SO48734,2019-01-05,2019,1,1,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1117.86,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,1242.85,2485.70,2235.72,249.98
SO48734,2019-01-05,2019,1,1,"Mountain-300 Black, 38",Bikes,Mountain Bikes,Black,598.44,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,647.99,1295.98,1196.88,99.10
SO48734,2019-01-05,2019,1,1,"ML Mountain Frame - Black, 48",Components,Mountain Frames,Black,185.82,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,209.26,418.52,371.64,46.88
SO48734,2019-01-05,2019,1,1,HL Mountain Rear Wheel,Components,Wheels,Black,145.28,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,196.33,392.66,290.56,102.10
SO48734,2019-01-05,2019,1,1,"Mountain-200 Black, 42",Bikes,Mountain Bikes,Black,1105.81,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,1229.46,2458.92,2211.62,247.30
SO48734,2019-01-05,2019,1,1,"Women's Tights, L",Clothing,Tights,Black,30.93,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,44.99,89.98,61.86,28.12
SO48734,2019-01-05,2019,1,1,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,13.88,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,20.19,40.38,27.76,12.62
SO49836,2019-04-06,2019,2,4,"Men's Sports Shorts, M",Clothing,Shorts,Black,24.75,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,35.99,71.98,49.50,22.48
SO49836,2019-04-06,2019,2,4,"Full-Finger Gloves, S",Clothing,Gloves,Black,15.67,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,22.79,45.58,31.34,14.24
SO49836,2019-04-06,2019,2,4,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,Multi,37.12,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,53.99,107.98,74.24,33.74
SO49836,2019-04-06,2019,2,4,ML Mountain Handlebars,Components,Handlebars,NA,24.99,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,33.77,67.54,49.98,17.56
SO49836,2019-04-06,2019,2,4,Minipump,Accessories,Pumps,NA,8.25,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,11.99,23.98,16.50,7.48
SO49836,2019-04-06,2019,2,4,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1117.86,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,1242.85,2485.70,2235.72,249.98
SO49836,2019-04-06,2019,2,4,"Mountain-300 Black, 40",Bikes,Mountain Bikes,Black,598.44,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,647.99,1295.98,1196.88,99.10
SO49836,2019-04-06,2019,2,4,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,Silver,660.91,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,744.27,1488.54,1321.82,166.72
SO49836,2019-04-06,2019,2,4,"Mountain-200 Black, 42",Bikes,Mountain Bikes,Black,1105.81,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,1229.46,2458.92,2211.62,247.30
SO49836,2019-04-06,2019,2,4,LL Mountain Rear Wheel,Components,Wheels,Black,38.96,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,52.65,105.30,77.92,27.38
SO51108,2019-07-10,2019,3,7,"Mountain-400-W Silver, 40",Bikes,Mountain Bikes,Silver,419.78,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,461.69,923.38,839.56,83.82
SO51108,2019-07-10,2019,3,7,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,Silver,308.22,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,338.99,677.98,616.44,61.54
SO51108,2019-07-10,2019,3,7,LL Mountain Seat/Saddle,Components,Saddles,NA,12.04,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,16.27,32.54,24.08,8.46
SO51108,2019-07-10,2019,3,7,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,Silver,199.38,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,218.45,436.90,398.76,38.14
SO51108,2019-07-10,2019,3,7,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,144.59,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,158.43,316.86,289.18,27.68
SO51108,2019-07-10,2019,3,7,"Mountain-500 Black, 48",Bikes,Mountain Bikes,Black,294.58,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,323.99,647.98,589.16,58.82
SO51108,2019-07-10,2019,3,7,"Mountain-400-W Silver, 46",Bikes,Mountain Bikes,Silver,419.78,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,461.69,923.38,839.56,83.82
SO51108,2019-07-10,2019,3,7,"Mountain-400-W Silver, 38",Bikes,Mountain Bikes,Silver,419.78,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,461.69,923.38,839.56,83.82
SO51108,2019-07-10,2019,3,7,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,Silver,308.22,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,338.99,677.98,616.44,61.54
SO51108,2019-07-10,2019,3,7,"Half-Finger Gloves, L",Clothing,Gloves,Black,9.16,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,14.69,29.38,18.32,11.06
SO51108,2019-07-10,2019,3,7,HL Mountain Seat/Saddle,Components,Saddles,NA,23.37,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,31.58,63.16,46.74,16.42
SO51108,2019-07-10,2019,3,7,"Mountain-500 Black, 44",Bikes,Mountain Bikes,Black,294.58,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,323.99,647.98,589.16,58.82
SO55253,2019-10-06,2019,4,10,"Mountain-500 Black, 48",Bikes,Mountain Bikes,Black,294.58,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,323.99,647.98,589.16,58.82
SO55253,2019-10-06,2019,4,10,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,Silver,199.38,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,218.45,436.90,398.76,38.14
SO55253,2019-10-06,2019,4,10,"Women's Mountain Shorts, M",Clothing,Shorts,Black,26.18,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,41.99,83.98,52.36,31.62
SO55253,2019-10-06,2019,4,10,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1265.62,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,1391.99,2783.98,2531.24,252.74
SO55253,2019-10-06,2019,4,10,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,Silver,199.38,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,218.45,436.90,398.76,38.14
SO55253,2019-10-06,2019,4,10,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,144.59,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,158.43,316.86,289.18,27.68
SO55253,2019-10-06,2019,4,10,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,Silver,1265.62,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,1391.99,2783.98,2531.24,252.74
SO55253,2019-10-06,2019,4,10,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,13.09,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,20.99,41.98,26.18,15.80
SO55253,2019-10-06,2019,4,10,Bike Wash - Dissolver,Accessories,Cleaners,NA,2.97,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,4.77,9.54,5.94,3.60
SO55253,2019-10-06,2019,4,10,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,Multi,38.49,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,29.99,59.98,76.98,-17.00
SO55253,2019-10-06,2019,4,10,"Mountain-500 Black, 42",Bikes,Mountain Bikes,Black,294.58,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,323.99,647.98,589.16,58.82
SO61230,2020-01-20,2020,1,1,"Mountain-500 Black, 42",Bikes,Mountain Bikes,Black,294.58,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,323.99,647.98,589.16,58.82
SO61230,2020-01-20,2020,1,1,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,Silver,308.22,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,338.99,677.98,616.44,61.54
SO61230,2020-01-20,2020,1,1,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1251.98,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,1376.99,2753.98,2503.96,250.02
SO61230,2020-01-20,2020,1,1,"Mountain-500 Black, 44",Bikes,Mountain Bikes,Black,294.58,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,323.99,647.98,589.16,58.82
SO61230,2020-01-20,2020,1,1,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,Silver,308.22,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,338.99,677.98,616.44,61.54
SO61230,2020-01-20,2020,1,1,ML Mountain Handlebars,Components,Handlebars,NA,27.49,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,37.15,74.30,54.98,19.32
SO61230,2020-01-20,2020,1,1,"Mountain-200 Black, 42",Bikes,Mountain Bikes,Black,1251.98,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,1376.99,2753.98,2503.96,250.02
SO61230,2020-01-20,2020,1,1,Bike Wash - Dissolver,Accessories,Cleaners,NA,2.97,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,4.77,9.54,5.94,3.60
SO61230,2020-01-20,2020,1,1,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,Silver,199.38,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,218.45,436.90,398.76,38.14
SO61230,2020-01-20,2020,1,1,"Mountain-400-W Silver, 38",Bikes,Mountain Bikes,Silver,419.78,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,461.69,923.38,839.56,83.82
SO61230,2020-01-20,2020,1,1,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,Silver,308.22,Southeast,United States,Valuable Bike Parts Company,Value Added Reseller,Tsvi Reiter,2,338.99,677.98,616.44,61.54
SO46672,2018-07-27,2018,3,7,"Women's Tights, M",Clothing,Tights,Black,30.93,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,44.99,89.98,61.86,28.12
SO46672,2018-07-27,2018,3,7,HL Road Handlebars,Components,Handlebars,NA,48.55,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,65.60,131.20,97.10,34.10
SO46672,2018-07-27,2018,3,7,"Road-250 Black, 48",Bikes,Road Bikes,Black,1320.68,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,1308.94,2617.88,2641.36,-23.48
SO46672,2018-07-27,2018,3,7,"Half-Finger Gloves, M",Clothing,Gloves,Black,9.71,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,14.13,28.26,19.42,8.84
SO46672,2018-07-27,2018,3,7,"LL Road Frame - Black, 60",Components,Road Frames,Black,170.14,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,183.94,367.88,340.28,27.60
SO46672,2018-07-27,2018,3,7,"LL Road Frame - Red, 60",Components,Road Frames,Red,187.16,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,202.33,404.66,374.32,30.34
SO46672,2018-07-27,2018,3,7,"Men's Sports Shorts, L",Clothing,Shorts,Black,24.75,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,35.99,71.98,49.50,22.48
SO46672,2018-07-27,2018,3,7,"Road-250 Black, 52",Bikes,Road Bikes,Black,1320.68,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,1308.94,2617.88,2641.36,-23.48
SO46672,2018-07-27,2018,3,7,"Road-550-W Yellow, 42",Bikes,Road Bikes,Yellow,605.65,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,600.26,1200.52,1211.30,-10.78
SO47725,2018-10-29,2018,4,10,"Road-250 Red, 48",Bikes,Road Bikes,Red,1518.79,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,1466.01,2932.02,3037.58,-105.56
SO47725,2018-10-29,2018,4,10,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,Multi,37.12,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,53.99,107.98,74.24,33.74
SO47725,2018-10-29,2018,4,10,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,300.12,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,324.45,648.90,600.24,48.66
SO47725,2018-10-29,2018,4,10,"ML Road Frame-W - Yellow, 44",Components,Road Frames,Yellow,300.12,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,324.45,648.90,600.24,48.66
SO47725,2018-10-29,2018,4,10,"Road-550-W Yellow, 42",Bikes,Road Bikes,Yellow,605.65,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,600.26,1200.52,1211.30,-10.78
SO47725,2018-10-29,2018,4,10,LL Road Rear Wheel,Components,Wheels,Black,49.98,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,67.54,135.08,99.96,35.12
SO47725,2018-10-29,2018,4,10,"Road-250 Red, 52",Bikes,Road Bikes,Red,1518.79,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,1466.01,2932.02,3037.58,-105.56
SO47725,2018-10-29,2018,4,10,"LL Road Frame - Red, 62",Components,Road Frames,Red,187.16,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,202.33,404.66,374.32,30.34
SO47725,2018-10-29,2018,4,10,"LL Road Frame - Red, 48",Components,Road Frames,Red,187.16,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,202.33,404.66,374.32,30.34
SO48766,2019-01-20,2019,1,1,"Half-Finger Gloves, M",Clothing,Gloves,Black,9.71,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,14.13,28.26,19.42,8.84
SO48766,2019-01-20,2019,1,1,"Sport-100 Helmet, Red",Accessories,Helmets,Red,13.88,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,20.19,40.38,27.76,12.62
SO48766,2019-01-20,2019,1,1,"Half-Finger Gloves, S",Clothing,Gloves,Black,9.71,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,14.13,28.26,19.42,8.84
SO48766,2019-01-20,2019,1,1,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,Multi,37.12,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,53.99,107.98,74.24,33.74
SO48766,2019-01-20,2019,1,1,"Road-250 Red, 44",Bikes,Road Bikes,Red,1518.79,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,1466.01,2932.02,3037.58,-105.56
SO49865,2019-04-18,2019,2,4,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,Multi,37.12,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,53.99,107.98,74.24,33.74
SO49865,2019-04-18,2019,2,4,"LL Road Frame - Red, 60",Components,Road Frames,Red,187.16,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,202.33,404.66,374.32,30.34
SO49865,2019-04-18,2019,2,4,"Road-250 Black, 44",Bikes,Road Bikes,Black,1320.68,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,1308.94,2617.88,2641.36,-23.48
SO49865,2019-04-18,2019,2,4,"LL Road Frame - Red, 62",Components,Road Frames,Red,187.16,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,202.33,404.66,374.32,30.34
SO49865,2019-04-18,2019,2,4,ML Road Front Wheel,Components,Wheels,Black,110.28,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,149.03,298.06,220.56,77.50
SO49865,2019-04-18,2019,2,4,"Women's Tights, M",Clothing,Tights,Black,30.93,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,44.99,89.98,61.86,28.12
SO49865,2019-04-18,2019,2,4,"HL Road Frame - Black, 44",Components,Road Frames,Black,868.63,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,780.82,1561.64,1737.26,-175.62
SO49865,2019-04-18,2019,2,4,"LL Road Frame - Black, 52",Components,Road Frames,Black,170.14,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,183.94,367.88,340.28,27.60
SO51147,2019-07-21,2019,3,7,"Racing Socks, M",Clothing,Socks,White,3.36,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,5.39,10.78,6.72,4.06
SO51147,2019-07-21,2019,3,7,Hydration Pack - 70 oz.,Accessories,Hydration Packs,Silver,20.57,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,32.99,65.98,41.14,24.84
SO51147,2019-07-21,2019,3,7,"Road-250 Black, 52",Bikes,Road Bikes,Black,1554.95,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,1466.01,2932.02,3109.90,-177.88
SO51147,2019-07-21,2019,3,7,"Road-550-W Yellow, 40",Bikes,Road Bikes,Yellow,713.08,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,672.29,1344.58,1426.16,-81.58
SO51147,2019-07-21,2019,3,7,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,13.09,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,15.75,31.50,26.18,5.32
SO51147,2019-07-21,2019,3,7,"HL Road Frame - Black, 48",Components,Road Frames,Black,868.63,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,858.90,1717.80,1737.26,-19.46
SO51147,2019-07-21,2019,3,7,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,360.94,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,356.90,713.80,721.88,-8.08
SO51147,2019-07-21,2019,3,7,HL Road Pedal,Components,Pedals,Silver/Black,35.96,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,48.59,97.18,71.92,25.26
SO51147,2019-07-21,2019,3,7,"Road-350-W Yellow, 42",Bikes,Road Bikes,Yellow,1082.51,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,1020.59,2041.18,2165.02,-123.84
SO51147,2019-07-21,2019,3,7,"ML Road Frame-W - Yellow, 44",Components,Road Frames,Yellow,360.94,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,356.90,713.80,721.88,-8.08
SO51147,2019-07-21,2019,3,7,HL Road Handlebars,Components,Handlebars,NA,53.40,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,72.16,144.32,106.80,37.52
SO51147,2019-07-21,2019,3,7,"Road-550-W Yellow, 38",Bikes,Road Bikes,Yellow,713.08,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,672.29,1344.58,1426.16,-81.58
SO51147,2019-07-21,2019,3,7,"LL Road Frame - Black, 58",Components,Road Frames,Black,204.63,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,202.33,404.66,409.26,-4.60
SO51147,2019-07-21,2019,3,7,"ML Road Frame-W - Yellow, 40",Components,Road Frames,Yellow,360.94,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,356.90,713.80,721.88,-8.08
SO55328,2019-10-31,2019,4,10,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,360.94,Southeast,United States,Rally Day Mall,Warehouse,Tsvi Reiter,2,356.90,713.80,721.88,-8.08
